stationid,observationdate,rainfall,rain_unit,temperature,temperature_unit
S028,2023-01-02,41.46890425132803,MM,14.943894018807867,C
S043,2023-04-25,23.54108647151141, INCH,35.87479564553466,c
S169,2023-11-01,0.6275167789596026,mm,,Celsius
S086,,19.47609059715004, INCH,39.006288903308885,C
S177,2023-04-14,29.648345766918748,inch,17.103207251463935,c
S017,,32.96264010605038, INCH,22.45338413256252,C
S098,2023-02-16,,inch,42.9426451433954,c
S198,2023-06-17,24.865121472790847,inch,30.46895409744861,c
S098,,21.518551896044467,mm,19.483714874590863,Celsius
S065,2023-01-27,8.798818909828999,mm,22.93525012230782,Celsius
S330,,9.010952525873734,MM,37.85468932809522,Celsius
S341,,48.65231930239101,MM,18.585096008959614, celsius 
S005,2023-08-05,20.67577640473857,inch,26.821256641604418,Celsius
S002,2023-07-18,32.014469760059306,mm,22.726700315149408,Celsius
S022,2023-11-08,10.310802295722382,MM,22.43852895242001, celsius 
S112,,47.823563592947735,,18.395121671614337,C
S057,2023-09-11,47.33861637862813,inch,12.87648216452735,Celsius
S066,2023-08-04,39.67492826300143,inch,17.38641924352119, celsius 
S330,2023-02-13,,,22.44266377611909,C
S098,,20.76017650069516,mm,13.491679621051048, celsius 
S144,,44.489832407830825,mm,44.99578897721432,c
S368,,43.4355416799274,mm,21.625397147140376, celsius 
S125,2023-10-28,,,21.60599489279062, celsius 
S167,,13.659527441756408,,41.5582310490195,Celsius
S086,,33.108285988805406,mm,15.581527646718364,c
S076,,33.58778835272578,,13.219105754398385, celsius 
S344,,18.00020597212789, INCH,21.558700753643,Celsius
S294,2023-12-01,4.727644164767137,inch,41.158790953654645,Celsius
S059,2023-08-14,5.219491494254696,mm,23.80648114142941,Celsius
S138,,42.14473105129533,mm,28.605299145998565, celsius 
S099,,17.08708506987878,inch,44.81857133932383, celsius 
S192,,44.5196625761572,,23.214796397006467,c
S243,,14.31422341484046,inch,37.79246040323625,C
S319,2023-07-04,10.132972074010503,mm,34.025544888846795,Celsius
S049,2023-10-02,,,42.19373662283661,C
S032,,36.19890569618629,MM,27.96643472227509, celsius 
S391,,31.009448961139537,,38.8177736745688,C
S277,,7.509120600119496,,22.578230498892324,Celsius
S020,,49.05650165937242,mm,30.71162974877003, celsius 
S154,2023-04-18,48.92083480486426,mm,11.55370404333214,c
S383,,13.59477502499985,MM,26.01889005652809,c
S068,,26.504238961296146,mm,26.06111916917437, celsius 
S366,2023-06-27,11.380708002040056,,40.55559164560903,Celsius
S372,2023-03-16,49.60927480002312,MM,,c
S214,2023-11-14,17.41518786501768,,,c
S143,2023-09-03,45.09808165666525,,26.275532857212813, celsius 
S376,,21.451965002322016,,13.9268001773604,C
S232,,35.810880674864784,MM,44.82455547015848,Celsius
S213,,45.27040013442468,mm,30.306645479666315,Celsius
S079,2023-01-18,31.060207146364093,inch,15.06482949382947,Celsius
S214,2023-06-08,11.544388879118875,MM,43.34455443970476,C
S116,,39.878338726679466,mm,17.952444888174206,c
S092,,45.44502014977912,,22.044534043937304, celsius 
S270,,4.455703205724232,inch,38.36528296975893,C
S381,2023-09-10,18.66749932927046,,36.7567216990842, celsius 
S168,,49.631100321332376,inch,20.65451091207663,c
S058,2023-01-17,32.59353583356738,MM,12.054829246719429,Celsius
S284,2023-06-21,8.708374632917753,MM,39.16876146971806,c
S026,,42.153343527770375,,30.31518234338226,C
S369,,23.55552558494,inch,17.440883078240976, celsius 
S066,2023-11-26,, INCH,11.894240924391593,C
S248,2023-03-17,38.17534281911226,,22.71726094864797, celsius 
S254,2023-11-16,36.104681256180655, INCH,12.93987974365284,Celsius
S387,2023-07-01,13.511605636385449,MM,,C
S044,2023-05-25,27.92217580315826,,36.45105070106874,C
S097,,42.76434189655074,inch,12.495915067989984, celsius 
S042,,42.71155938409827,MM,13.645266495071798, celsius 
S227,,8.527618651244106, INCH,36.21079704104091, celsius 
S262,2023-03-21,20.055978380026,mm,42.366432073525,C
S167,2023-07-07,22.99278841497065,,33.19905016628009,c
S279,,24.043808200572336, INCH,43.51877838856189, celsius 
S089,2023-10-12,22.892780680917877,inch,39.97948053897092,c
S379,,4.797594617280487, INCH,19.95700516933488,C
S178,2023-04-05,45.175903264177606,MM,33.323334033507344, celsius 
S197,,39.0729462066492,MM,17.796467230472174,C
S307,,, INCH,26.25292722975097,c
S267,,47.565304969287794,,17.316778258962003, celsius 
S268,2023-04-04,27.069706053372872,mm,33.19838470018321,Celsius
S074,2023-03-06,2.896972782271323,MM,32.46747046108942, celsius 
S008,2023-02-28,22.157684558662037,MM,33.815782819167225,Celsius
S297,,10.31967259433214,MM,38.66971911691767,c
S164,,49.90805452993254,inch,,c
S085,2023-04-05,6.200030681252377,MM,29.952474290519856,Celsius
S072,2023-04-10,15.31038559520379,MM,, celsius 
S055,2023-12-27,33.91352076012978, INCH,38.63213025544312, celsius 
S393,,11.168399739045189,mm,27.64094829461145, celsius 
S047,,5.61158808955412,mm,28.67423867428788,C
S399,2023-02-27,19.295676527076434,mm,13.58046498784374, celsius 
S238,,44.77292085202233,,,c
S104,2023-07-22,,mm,43.060864582540106,Celsius
S210,,37.28571776812265,inch,16.278341861068604,Celsius
S042,,14.250747591161272,MM,31.166262312461324,Celsius
S316,,44.64645923315553,inch,33.69674473506941,C
S268,2023-04-28,28.038473962383947,MM,41.2028358738142, celsius 
S386,,17.694401954695394,,29.64777731331737,Celsius
S263,2023-10-30,32.75502469325018, INCH,10.139007423853773,Celsius
S336,2023-08-27,20.3474451385187, INCH,26.291042565651736,c
S387,,,inch,38.83844603485566,Celsius
S365,2023-11-26,,mm,34.35562076985502, celsius 
S259,,,MM,32.163906924273064,c
S283,2023-06-01,33.19537812486064,MM,12.511640816122632,c
S114,2023-02-04,26.26982394382941,,, celsius 
S363,,25.67831556310608,mm,14.617998097646796,c
S040,2023-04-24,17.125000129214822,,23.714829197249408,C
S220,,13.75087739828268,,11.29161778611467,Celsius
S129,2023-11-24,34.51476954802797, INCH,19.281614117567585,C
S008,2023-07-27,40.54328105652173,MM,21.677383174726,C
S101,2023-08-01,19.312303080624016,,33.7390476804276,c
S380,,7.210395611296022,,32.98723422467798,Celsius
S176,,1.0747978805579983,,20.21376461859942,c
S107,2023-06-19,28.987504266617847,,,C
S101,,12.50129794113996, INCH,32.79065722408813,C
S260,,20.644727543340068,MM,12.640271169268336,Celsius
S366,2023-04-08,27.86380277416265,inch,23.42813349883808, celsius 
S246,,36.17874194103484,MM,33.161387346384856,c
S275,,21.177118933641147,mm,18.50427220382277, celsius 
S032,2023-10-26,35.12672595602238, INCH,,C
S137,2023-11-03,45.6775885049942, INCH,17.835552624222245, celsius 
S012,,13.86738521195428,inch,40.2607993310293,c
S395,,34.846980414051906,mm,14.25762597025176,c
S302,2023-11-22,15.198964449797392,MM,40.40839651179048,Celsius
S375,2023-05-21,3.398542560094392,MM,26.033549297759823,Celsius
S016,,4.137618768367169, INCH,18.14518324470796,c
S129,2023-11-20,35.11811579379946,,40.71263409700042,Celsius
S063,2023-04-08,7.464387509966286, INCH,43.085855007738566,C
S109,,49.82636411893253,inch,44.13740313421506,c
S375,2023-06-24,27.179748775173472,,12.233207390679771,c
S021,2023-10-20,15.62466832351964,mm,41.22276784864567,c
S158,,30.262419690531257,mm,17.806069494253336,Celsius
S269,,4.5053332151903,mm,14.150329850542557,c
S162,,2.641046026180721,inch,26.166604155003416,c
S260,,26.854172901811324, INCH,18.10263367972629, celsius 
S102,2023-03-16,8.966712698704587,MM,,C
S223,2023-07-27,3.627694629027811,MM,,C
S059,2023-12-25,31.396423407425324,inch,29.612542227650373, celsius 
S247,,22.44658709284125,inch,,C
S128,2023-05-22,,inch,25.490877715972744,C
S283,2023-08-07,38.21690143115358, INCH,12.07899904949337,Celsius
S325,,34.40382137419643,inch,18.812994824384525,C
S025,2023-09-16,40.27429065348206,mm,33.732180339454786,c
S131,2023-09-27,4.421472174630209,MM,43.47234235430031, celsius 
S353,2023-07-30,4.112551440371881, INCH,28.175364249866117,Celsius
S196,,28.855210138165354,,22.59328942268192,C
S281,,46.14483741395871, INCH,41.19395211942378,c
S154,2023-10-15,37.30860006343033,,30.07994280409312,c
S382,2023-05-24,35.06732683023752,MM,44.39193923071401,C
S133,,17.700265175985002,inch,12.980493307884624,c
S227,2023-12-26,,,19.054819229801915,c
S189,2023-02-15,34.807695799822234,inch,43.08416044250395,Celsius
S265,,25.269493516939463,mm,38.78351960352337, celsius 
S372,2023-05-10,11.531335926049236,,33.347476572850326, celsius 
S134,2023-10-31,,inch,15.802843886292266,C
S211,2023-01-18,25.76136728353241,MM,33.68686494343549,C
S060,,12.497362827504077,MM,10.609018904838145,c
S377,2023-05-11,26.38886019067634,MM,25.54473196285428,C
S395,,17.143659679003058,,, celsius 
S364,2023-12-22,3.336892367938138,,37.18659349773903,C
S364,2023-06-15,23.61710924046793,,38.57422806628219,c
S213,,48.44084382660063,MM,35.47277643813851, celsius 
S216,2023-04-07,12.458141930832184,mm,,c
S226,2023-08-02,22.05045484937297,,26.38063327061425,c
S131,2023-08-10,41.07256268827246,MM,24.14451537550144,c
S076,,47.49122825842468,MM,43.274549709253535,C
S286,2023-02-03,2.7942720429667336,mm,21.3150521017476,C
S277,2023-03-30,37.48410883301445,mm,14.584210092129764,C
S156,2023-12-17,16.094530520907842,inch,17.007814495487676,c
S248,,5.367328757983497,mm,34.18323484929495, celsius 
S218,,37.78662697176233, INCH,43.61337919638188,Celsius
S190,,,inch,11.462648398253148,C
S163,2023-03-30,10.354308713525274,MM,10.388039053705093,Celsius
S180,,35.87168213277895,inch,43.783672302945774,C
S034,2023-09-27,11.054771017648546,,,Celsius
S041,,31.461922272209648, INCH,34.127027131381496,C
S307,2023-11-09,16.713138229576614,mm,22.15773813579959,C
S338,,11.346476802638511,MM,14.145221997296122,Celsius
S314,2023-09-17,1.9848497216040817, INCH,21.02925418189473,C
S075,,7.821384366093337,inch,33.32261609131835, celsius 
S279,,46.73060333541329,inch,32.03770973913478,c
S176,,,MM,,C
S384,,42.250227413654144,MM,29.77794682755693,c
S150,2023-11-07,38.02696306689231, INCH,34.23326289604553,Celsius
S273,,34.606192128296506,mm,,c
S325,2023-09-07,36.844182949306,mm,28.91089954516766,C
S108,2023-07-02,8.382853171828136,inch,33.346340187620214,c
S139,,12.33109286902852, INCH,10.166001499171342,Celsius
S350,,38.92435603025968, INCH,15.988511336504803,c
S271,2023-08-24,33.39575612026085,,28.81104836051125, celsius 
S347,2023-09-24,,MM,25.396087156644704,Celsius
S289,,34.28879575218289,mm,,c
S212,2023-01-17,39.27667740652651, INCH,30.66462614301573, celsius 
S381,2023-06-14,29.13727511627163,MM,17.16294624635414,C
S272,,40.84642278878154,inch,20.04127614558415,Celsius
S066,2023-03-21,16.179505292492312,mm,43.92352336836766,C
S248,,3.3972108675590973, INCH,39.26532584569213,Celsius
S156,2023-09-19,10.06510409118312,inch,23.21041886096907, celsius 
S047,2023-05-16,7.586907526689385,,44.51880657275702,C
S201,2023-05-30,23.61773187990794,,42.12710453885373, celsius 
S148,,45.22393478746494,,18.66388634737658,c
S124,,15.546387263210326,inch,25.675055492273323,C
S001,,25.85233895912305,mm,25.01568863787019,Celsius
S247,2023-05-10,40.7536321338025,inch,11.654712703457404,Celsius
S343,2023-09-16,43.5548432712199,inch,35.32753013800723, celsius 
S128,2023-02-02,13.910593933769883, INCH,11.10108987990641,Celsius
S191,,26.16521178799177,,28.633093249777502,c
S067,2023-12-12,,mm,39.270645244618414,Celsius
S004,,20.97337556647905, INCH,28.179016114608903,C
S303,2023-06-13,19.61575063245552,mm,10.17737386241639,Celsius
S294,,3.203274353027324,,32.04398249854957, celsius 
S143,,1.367068270334687, INCH,36.20461417384948, celsius 
S191,2023-09-10,30.895720620584605,MM,34.265053238209866, celsius 
S021,2023-12-11,8.589998067765208,mm,38.29281622688757,c
S227,,7.417621226252807,mm,18.15199022857349,C
S313,2023-07-01,17.908354940140526,,12.665970478253913,Celsius
S117,,11.57185565061894,mm,44.453451296435226,c
S302,2023-10-05,37.273803161931184,inch,25.250259193154847,Celsius
S142,,32.46367538575902,inch,19.1491084150642,c
S039,,48.1188378659588, INCH,12.19856863204527,Celsius
S393,2023-10-11,20.101054691062327,MM,24.440583829579023,C
S355,2023-01-01,1.3265894531483136, INCH,26.118197289111336,C
S252,,42.34246214358364,MM,24.5317363358469,c
S333,2023-09-21,6.1351383100941845,inch,16.27976484867303,Celsius
S207,2023-05-09,13.439823769567322,inch,12.885787347101155,c
S210,,31.519985199288413,,35.80233271884504,C
S115,,23.079738525413667,inch,27.241573094460207,C
S225,,34.59404446855382,inch,36.25492954306826,Celsius
S134,,,mm,25.67271432170172,Celsius
S251,,,,,Celsius
S219,,22.701996147654647,MM,44.57504349203785, celsius 
S091,2023-01-31,29.36305930599834,mm,20.135635412702072,c
S354,2023-02-08,44.09967931149094,mm,34.727494209227046,c
S376,,26.672817576775603, INCH,36.49909276635045,C
S046,2023-06-28,37.04678584982111,,30.356589515643694, celsius 
S038,,37.204196722085946, INCH,26.882459980621174,Celsius
S142,2023-04-03,33.10338031854983,inch,42.12170304469654,Celsius
S100,2023-05-23,24.170438286320103,inch,20.998899522515828,Celsius
S328,,0.1688487613904332,MM,27.47467306647387, celsius 
S190,2023-02-11,6.057914069621184,inch,37.220749051657705,c
S035,,,mm,12.492808756274227,C
S147,,2.191781242140145, INCH,18.904097445034715,c
S030,2023-03-03,2.2641839398876984,mm,28.69714544541908,c
S334,2023-04-17,6.30624550534426,mm,44.02338039741756,Celsius
S084,,11.656883632519444,,12.91406968646914,c
S369,2023-08-16,49.98142874949378,MM,42.40000325881291, celsius 
S281,,6.0164126922446215,,32.338378988974014,Celsius
S344,,13.560049254848938,,16.326431937733474,c
S270,2023-11-30,34.14312918020717,inch,28.786851770673813,Celsius
S154,,33.83351722885415,inch,11.708358270210011, celsius 
S102,,43.73900829314671,,39.85233830792504,Celsius
S215,,,MM,13.80017641519065,C
S150,,13.290328787037536,,44.084326447195885,C
S083,,,mm,13.628453133075112, celsius 
S110,,41.49505460482775,MM,25.823242603630007, celsius 
S387,,4.889039337603646,mm,42.1032962759456, celsius 
S275,2023-03-27,24.043412768171923,MM,38.00357712626381,C
S201,,24.141329507838773,MM,24.866091141572294,C
S284,2023-12-23,36.95044921609282,inch,13.70054190994116,C
S173,,49.77472056529821,,13.142989937916232,Celsius
S327,2023-06-29,24.81421683774399,mm,37.31338745846253, celsius 
S206,,38.77047546600119,MM,20.04453115087542,Celsius
S063,,42.576188466553525,mm,13.78195038894327,Celsius
S073,,1.7043145807419502,mm,36.29756590588744, celsius 
S251,,31.787535505515585,mm,40.15465312609466,C
S124,2023-06-25,44.21855257116432,inch,,c
S375,2023-05-28,36.02215803127531,mm,43.86864096327116,C
S121,,38.67379982552213, INCH,18.2334804811102, celsius 
S275,,40.5470075913331,mm,32.2902648634775,c
S398,,0.970717039602681,MM,29.076212793827462, celsius 
S120,2023-08-19,46.44310188866365,inch,13.018611655201244,Celsius
S317,2023-02-09,45.31151601220368,inch,14.357768929149266, celsius 
S164,,30.065083029382684,,16.970236043091163,Celsius
S286,,17.44131952534454,mm,37.17674750318648,c
S265,2023-07-21,18.45032935448766,inch,36.7525365019936,c
S320,,26.76244549082606,inch,24.87255918648064,Celsius
S161,,14.583227404218883, INCH,27.66766166295923,c
S376,,28.302652944625656,,25.93243404237576, celsius 
S308,,30.89550249743051,MM,18.04591060510808,c
S089,,36.42409822469299,MM,28.497300632132337, celsius 
S142,,3.289462985157349,,11.986299577049612,c
S203,2023-05-19,3.3380741139950154,,31.47307170835125,C
S309,,46.12554428000802,MM,40.590281500294616,C
S227,2023-09-10,,,29.8027375209488,C
S334,2023-01-11,17.10057147925703, INCH,39.73964947060628,c
S222,,1.2359444895161389, INCH,14.102872880064057,c
S041,2023-08-31,30.468664685877123,MM,30.79511267601639, celsius 
S196,2023-03-21,12.451268855040976,mm,13.423389556192046,Celsius
S068,,2.9035334476277432,mm,39.29707626931221,Celsius
S264,,37.75304618016671, INCH,17.346247179553213, celsius 
S002,,48.8335116484008,inch,15.846067977133828,Celsius
S361,,37.3577035843706,inch,17.867396137411056,C
S125,2023-01-17,5.605491895078762,MM,41.21069120210316, celsius 
S110,,18.387073691921955,mm,20.87291420866714, celsius 
S086,2023-04-13,12.410969281791909,MM,36.30960464637204,C
S120,2023-06-17,18.70099855595725,mm,30.24526232313345,C
S127,2023-11-20,27.878153420692858, INCH,44.30695439570807,C
S255,2023-11-28,31.74241418436019,inch,29.835422106730817,Celsius
S183,2023-04-11,15.409866705535809,mm,15.680201179670052, celsius 
S016,2023-07-12,33.71287330710758,,29.442711902653265, celsius 
S062,2023-09-29,34.21639994814528,,37.12610987653208, celsius 
S369,2023-03-26,49.65395493765595, INCH,33.68153312398445,C
S158,,24.054358780187147,MM,24.28281165645412, celsius 
S268,,16.437292259083698,MM,43.529159950498766,c
S035,2023-03-11,42.89270613762146,inch,14.733914699839636, celsius 
S267,,8.409373189368912,,44.7511884536001,C
S064,2023-06-25,22.34276463281212,,31.869631235121656,Celsius
S050,2023-09-23,31.327060441022965,,38.05007997000399, celsius 
S255,2023-03-08,,,28.89734594701655,C
S149,2023-10-08,2.729663376317581,mm,34.35421016365363,c
S325,,19.857908043189443,MM,38.48821834062251,C
S304,,17.494620953217048,MM,12.256377031803758,C
S276,2023-09-22,37.249277419009545,inch,40.99251366915436, celsius 
S357,,26.657078760688712,mm,31.287076320453345, celsius 
S172,2023-10-29,1.134734301688889,mm,27.87398549383898,Celsius
S201,2023-07-30,45.95610794401261,mm,37.2118842212173,Celsius
S393,2023-11-13,43.042316422287584,,44.99612865701961, celsius 
S324,,3.737355322537117,MM,15.793108043205429,Celsius
S035,2023-03-13,12.745198569000522,mm,43.040964611694775,c
S216,,31.191371739419004,,22.266425564950037, celsius 
S065,2023-07-16,9.021416800261978, INCH,41.053415428243895, celsius 
S008,,48.69111227261039,inch,35.01506244220113,C
S301,,21.0352530477808,,20.50683617779007, celsius 
S343,2023-10-15,35.228151289617045, INCH,21.296003913358767,c
S332,,25.560917962584217, INCH,22.7017972651275, celsius 
S076,2023-11-19,15.415765602841049, INCH,22.8143428617886,Celsius
S174,,34.84651934975743,mm,31.758482222240083,C
S047,2023-05-09,,mm,29.1835024598798,C
S015,,31.789960402201377,mm,20.247215959899016,c
S361,2023-07-16,19.65402242219753,inch,19.040326797229067,c
S147,2023-11-28,49.86754915735892,inch,39.62726026615443,C
S026,,10.330218736417525,inch,11.516729537127702,Celsius
S308,,9.155423452979,mm,44.31916511679962,C
S093,,0.4718598267006213, INCH,14.433640126288472,C
S232,,43.52692372524479, INCH,31.5922218406926,Celsius
S021,,7.856387032285555,,35.458115037300374,Celsius
S307,2023-04-25,12.33090606833906,,17.86727024222502,c
S038,,10.317856569175303,MM,10.21943600402276,Celsius
S276,2023-06-01,48.96190681076487,inch,16.474571692461335,C
S157,,42.65263829520021,inch,19.87543811859439,Celsius
S179,2023-09-14,37.45499724969351,MM,21.800193482584337,Celsius
S132,2023-08-13,19.405538879002947,MM,32.35115584441658, celsius 
S311,2023-11-11,0.33799206574327,MM,43.1100594136232,C
S348,,48.39261612551135,,29.55199578651089,C
S028,,,MM,10.462028181322498, celsius 
S260,,3.2881593245941145,,43.644244289380296,C
S076,,19.01420238074625,mm,10.848540871094857, celsius 
S067,2023-05-31,13.935251661251971,,31.70090995152386,c
S342,,47.20312074773345,,,Celsius
S194,,,,30.306869523940165,c
S162,2023-10-26,48.942262355498464,MM,23.299191976921385,C
S347,2023-06-06,29.33586482529256,mm,31.770921760504724,c
S361,2023-06-19,14.991344259722547,MM,36.58156617900406, celsius 
S257,2023-07-18,43.40603025878427,mm,24.62740043774265, celsius 
S072,,20.85450685651413,inch,31.28578377501374, celsius 
S087,2023-02-14,26.62936796605698,MM,, celsius 
S262,,,mm,20.168659366615596,Celsius
S214,,44.01581637933081, INCH,18.706667785368765,C
S153,2023-09-06,43.91443521270067, INCH,44.38242879836035,C
S210,,37.58296816868413,MM,28.75398835447414,C
S061,2023-09-22,36.3001612356033,MM,, celsius 
S268,2023-08-10,10.011858914601037,MM,,Celsius
S262,2023-04-16,22.13391433528932,inch,31.51591122377601,c
S218,2023-05-19,4.595507650449254,,42.92115046549846, celsius 
S283,,29.57445987554268, INCH,43.44571437492798,Celsius
S136,,10.557190657435743,,30.22686985925671, celsius 
S380,,14.926462432204495,inch,13.22107551249474,Celsius
S362,2023-03-01,40.78180270024823,MM,30.44785482682817, celsius 
S093,,49.255765806448096,mm,22.002459156879357,Celsius
S109,,18.9883857402105,MM,32.89123125582408,c
S241,,39.71698783213253, INCH,25.05530258900424,Celsius
S355,,6.599945780262368,mm,27.48229318003125,c
S142,,,,39.315780300289774, celsius 
S291,,27.56099397025889,MM,37.3372658962128,C
S237,,,mm,24.58787971972089,Celsius
S340,2023-05-20,12.069661577950802,MM,12.440619656015766,C
S312,2023-07-16,,mm,14.194216999781666,C
S177,,17.49382759387527,mm,41.85031155548863,c
S141,2023-03-14,37.31031625526951,MM,21.32976431487117, celsius 
S189,2023-02-28,2.299827004281396,,39.42769525989992,c
S049,2023-07-29,7.305361906433894,inch,41.09376138135856,c
S302,,2.268828794562311,mm,15.898449601805734,Celsius
S369,2023-04-21,24.82249536080468, INCH,,c
S190,,41.24953344398667,MM,,C
S136,,13.325066084351668,mm,31.28487947616663,c
S043,2023-07-16,1.5715918933809747,inch,25.30132340699674, celsius 
S380,,8.824249933133805,mm,33.41836866399602,C
S353,,4.187119324595956,mm,43.98149615644925, celsius 
S090,,27.673033645883987,mm,21.419783462013008, celsius 
S295,2023-07-09,25.00675635828869,inch,34.433574827292816, celsius 
S341,,12.252579323235569,mm,38.8691993410486,c
S245,2023-10-23,42.11287715939469,inch,14.107723638582376,Celsius
S192,,20.541689906713085,MM,31.568817620172048,Celsius
S318,2023-09-19,48.45380184452955,inch,20.43320570922465,Celsius
S106,2023-03-26,11.657157355304228,,23.337949438304285,Celsius
S363,,31.127396416290548, INCH,15.38430158603489,c
S310,2023-04-26,39.77548998155767,,41.80937560301747,Celsius
S382,2023-12-10,9.454121709520624, INCH,35.76359121145113,Celsius
S233,,39.66301309861435,MM,23.16250620996846,c
S265,,44.21443236184875,mm,,C
S344,2023-04-05,33.38613508333357,,21.707935446501327, celsius 
S037,,,,28.657572537679396,Celsius
S305,2023-04-12,19.623481179535226,,38.20035523882678,Celsius
S041,,20.087967341965,inch,26.051424210559187,Celsius
S017,,0.9215838758976468,mm,14.788422812174025,c
S344,,, INCH,33.78016712138658,Celsius
S277,2023-02-07,1.6558972192689925,MM,15.308968941574529,C
S307,,13.193894512929354, INCH,40.54973467189089, celsius 
S059,,31.01192415251258, INCH,43.5854158044794,C
S183,2023-02-15,30.38433041719728,mm,37.95442219174589,Celsius
S041,2023-08-12,24.02370499046976,,40.772248741537695, celsius 
S039,,,inch,21.355221388961382, celsius 
S397,2023-03-30,16.112542101098352,inch,15.735023097159775,C
S192,,10.18496537522216,inch,12.617180642539015,C
S267,,14.64891628350874,,25.67350330863677,Celsius
S147,2023-06-30,12.37792664920111,MM,40.88445287417844,Celsius
S395,2023-06-21,21.456397899312403, INCH,32.76742556188795,C
S333,2023-09-01,37.91351554938369, INCH,17.737798289087486, celsius 
S127,,16.258980599877315,mm,22.374798087390506, celsius 
S046,,17.78975122039977,mm,29.24353468875116,c
S045,2023-01-23,34.87179013444804, INCH,23.53539620893261, celsius 
S001,,45.66354644274413,,42.13630462356672,Celsius
S168,2023-04-19,13.015201904827729,,43.13896342182255,Celsius
S108,2023-12-05,36.782407640747344,MM,10.975724163117867,C
S019,2023-06-23,31.19106371569424, INCH,36.894551840321206,c
S332,,26.062543917494143, INCH,,Celsius
S072,2023-01-07,0.9544722854861633,,29.13318362813529,C
S109,2023-03-07,19.037164874960013,MM,12.056076663540097,c
S268,2023-10-22,10.268919606512778,inch,,c
S240,,7.009213254305157,inch,17.32372752283859,c
S301,2023-07-26,13.775221702118518,mm,34.37507071169639,c
S090,2023-10-15,,inch,16.60031480624868,C
S103,,26.92283582730073,mm,28.689373919451143,c
S250,,21.84723196842857,MM,27.344824902668616,c
S008,2023-11-12,7.25323859561558,MM,24.34992770327888, celsius 
S153,2023-09-04,38.91429358809961,mm,33.754034317023084,Celsius
S347,,, INCH,22.621593220783083,c
S174,,32.26018442268222,inch,36.98981343019962,C
S343,,1.840629708895092, INCH,21.932209344143125,Celsius
S158,2023-10-20,44.6147892450583,MM,22.175168401913155,Celsius
S215,2023-11-06,25.90014389656532,mm,21.32839227997973,C
S177,2023-06-04,17.47216954834025,MM,32.91965065778025,C
S175,2023-05-18,41.34587849558502,MM,16.83765699963486, celsius 
S340,,40.58729481042963,mm,32.84634700412713, celsius 
S338,,11.00223275460525,inch,13.379227951288426,Celsius
S146,2023-04-08,18.554957100483065,inch,30.73719299698369,c
S324,2023-01-29,30.278218087727883,inch,28.548840027556164,Celsius
S161,2023-08-13,49.92938261784751,,41.43908644869991,C
S127,,39.32242547154575,mm,29.819318274747197,c
S082,,2.4948245250469183,MM,10.42569697985012,C
S147,,36.81172836189423,inch,26.302365566365115, celsius 
S239,,24.533278784114515,,14.295437286790465, celsius 
S084,2023-04-14,0.9152517650059756,MM,20.20757165753813,c
S113,2023-09-17,22.642033500450232,,17.040453088402877,Celsius
S225,,16.369620447644394,,44.96917493027925,C
S332,2023-06-12,5.218856562259183,inch,, celsius 
S378,2023-08-09,,,13.027864752742335,Celsius
S243,2023-06-21,47.08446707026162, INCH,36.496511099343536,c
S143,2023-01-20,43.73406771310216,mm,25.30333738631929, celsius 
S041,2023-06-16,28.02457958240393,mm,38.84381519805544, celsius 
S258,,10.332212347045727,,16.563211687288604, celsius 
S285,2023-10-06,,MM,37.52715509177423,c
S105,2023-06-06,34.18981772986289,MM,16.232776253025985,c
S202,2023-09-10,19.597440022179125,,35.83131989605513,c
S307,,26.095088958789407,mm,37.072209979906106,Celsius
S331,,38.874246507286855,MM,23.60220580979599,c
S266,2023-04-28,30.130598487864933,inch,19.515558567777145,Celsius
S398,,3.836301990879343, INCH,28.64498167700652, celsius 
S210,,49.3017714077661,MM,24.46732120339415,Celsius
S051,,7.196650679631256,MM,36.55131890210343, celsius 
S118,,49.004398849398335,,42.60427511960472,C
S201,,25.384511124171727, INCH,22.913924052443825,c
S377,2023-12-04,,MM,12.90186725986694,C
S039,,6.198172130448038,mm,31.8619845048278,C
S028,2023-06-03,43.06584936160475,mm,42.971960499315074,C
S259,,,inch,,Celsius
S084,,44.5039522636378,mm,23.02765603082764,c
S155,2023-05-05,22.1328698835229,MM,23.602118451492416,C
S117,2023-05-29,43.07059739641632,mm,11.724279447893052, celsius 
S002,2023-08-27,,mm,,Celsius
S093,,35.41072048376475, INCH,18.65439158055354,C
S166,,38.7016253548746,mm,33.506385636786746,C
S387,,24.993453424330895,MM,23.094215641057275,c
S400,,43.24459868614069,MM,24.481871445853123,Celsius
S350,,34.14494762192671,mm,39.14499566695039,C
S296,2023-10-29,15.727869009710998,inch,23.867253213245174,C
S258,,46.47673577921891, INCH,38.72154119004924,Celsius
S081,2023-10-05,16.995901048865917, INCH,37.58481442169151,C
S268,,,MM,16.58239973305469,Celsius
S235,2023-04-21,34.63213485731231, INCH,43.317280885959775,c
S321,2023-03-28,6.601837131790688, INCH,18.95126841037673,C
S311,2023-01-31,21.400687451132804,inch,29.201462762470005,C
S301,2023-12-12,, INCH,11.500887845413564,Celsius
S357,2023-06-08,9.31374024579426,inch,36.26942791081051, celsius 
S213,,,mm,25.37325371453712,Celsius
S062,2023-04-27,27.311250195086963, INCH,20.661124321661376,C
S049,2023-04-22,7.662545723309555,mm,32.21603281001086,c
S127,2023-02-05,39.40361777301106,mm,39.62500040352905, celsius 
